system_id,auroc,bacc,is_homodimer
8c9j__B1_P15559--8c9j__A1_P15559,0.9393182312251256,0.5026256972931704,True
5x1j__A1_G2IQS7--5x1j__A2_G2IQS7,0.9674355426166797,0.5,True
7tq1__A1_P0AC13--7tq1__A2_P0AC13,0.9901473760186654,0.5276959488380291,True
7t5y__A1_P0A7E1--7t5y__B1_P0A7E1,0.9299282852063092,0.5,True
5c21__A1_P09986--5c21__B1_P09986,0.853748268698061,0.5,True
7zvd__A1_P11413--7zvd__A2_P11413,0.9888419931318639,0.5,True
2snw__A1_P03316--2snw__B1_P03316,0.9000667662640353,0.5,True
7ynw__B2_Q57834--7ynw__A1_Q57834,0.9947278942800861,0.5,True
3qt7__A1_Q9FD73--3qt7__B1_Q9FD73,0.9905253910501601,0.5,True
4aye__D1_Q9JXV4--4aye__A1_P08603,0.8732131667040772,0.5,False
7wjk__A1_P93836--7wjk__A2_P93836,0.9271574579752309,0.5,True
2if9__A1_Q98ZP7--2if9__B1_Q98ZP7,0.7774169019124488,0.5,True
7wbt__A1_Q288C4--7wbt__B1_Q288C4,0.9573075718575939,0.5,True
6pyp__A1_P21695--6pyp__B1_P21695,0.9577135186149356,0.503968253968254,True
3nr1__A1_Q8N4P3--3nr1__B1_Q8N4P3,0.9703311366483307,0.5,True
5or3__A1_Q2UNF9--5or3__D1_Q2UNF9,0.9635981051422496,0.5,True
1zlh__A1_P00730--1zlh__B1_Q5EPH2,0.9282278274133798,0.5,False
8b1s__A1_B0LPL6--8b1s__A2_B0LPL6,0.8921976505488728,0.5,True
1poy__A1_P0AFK9--1poy__B1_P0AFK9,0.967467880781967,0.5,True
5n47__B1_P02751--5n47__A1_P80188,0.7954731103419901,0.5,False
7ol3__B1_Q8WXF7--7ol3__A1_Q8WXF7,0.8289849320224968,0.5,True
4hsl__A1_Q1LCS4--4hsl__A2_Q1LCS4,0.9376735352195474,0.5,True
1zrs__A1_Q9HTZ1--1zrs__B1_Q9HTZ1,0.957674399382852,0.5,True
1na8__A1_Q9UJY5--1na8__B1_Q9UJY5,0.876740997019327,0.5,True
7z6m__A1_A0A0H3LM39--7z6m__A2_A0A0H3LM39,0.8927609802437251,0.5,True
1aua__A1_P24280--1aua__A2_P24280,0.9890547353912003,0.5,True
7xub__A1_Q96KQ7--7xub__B1_Q96KQ7,0.9492410937774831,0.5,True
4wu2__A1_Q7WUJ1--4wu2__B1_Q7WUJ1,0.9147195066649794,0.5,True
3zyh__A1_Q05097--3zyh__B1_Q05097,0.9453677753170139,0.5,True
8a21__A1_A0QJI1--8a21__A2_A0QJI1,0.9737723973285938,0.5,True
2j8q__A1_O43809--2j8q__B1_O43809,0.9144406569569259,0.5,True
4oky__A1_Q52612--4oky__A2_Q52612,0.8988698058266975,0.5,True
4uae__A1_O00629--4uae__B1_P31345,0.8092834818419792,0.5,False
4e5u__B1_Q9HZN8--4e5u__A1_Q9HZN8,0.9700513475665185,0.506578947368421,True
1yhc__A1_O67648--1yhc__B1_O67648,0.8294140403097906,0.5,True
6w08__B1_Q9KL63--6w08__A1_Q9KL63,0.9359144852437864,0.5,True
1reo__A1_Q6STF1--1reo__A2_Q6STF1,0.9594130641827251,0.5,True
8hyi__A1_P22223--8hyi__B1_P22223,0.747282385017124,0.5,True
1t72__A1_O67053--1t72__B1_O67053,0.9799079002175222,0.5,True
5z1o__A1_D0VWU8--5z1o__B1_D0VWU8,0.7042478898982997,0.5,True
2p69__A1_Q96GD0--2p69__A2_Q96GD0,0.9794423098303624,0.5,True
2wyn__B1_P13482--2wyn__D1_P13482,0.9252027007823824,0.5,True
4wud__A1_P0AES6--4wud__A2_P0AES6,0.8823666309372875,0.5,True
6oe2__A1_Q8A9F0--6oe2__A2_Q8A9F0,0.9734712802077413,0.5,True
7cov__A1_Q06801--7cov__A2_Q06801,0.9457175109871342,0.5,True
2ecs__A1_P03040--2ecs__B1_P03040,0.6512157613741876,0.5,True
7czg__C1_Q8TDY2--7czg__A1_Q8TDY2,0.9481457439972725,0.5,True
3fmy__A1_Q46864--3fmy__A2_Q46864,0.593311506080449,0.5,True
2qvc__A1_Q9WXW9--2qvc__B2_Q9WXW9,0.9909982248788265,0.49998978977139297,True
3owf__A1_P00644--3owf__A2_P00644,0.4565358245637243,0.5,True
4ap5__A1_Q9Y2G5--4ap5__B1_Q9Y2G5,0.9618403179588912,0.5,True
6ikj__A1_Q9I4L6--6ikj__B1_Q9I4L6,0.7461837748344371,0.5,True
8pte__A1_P00698--8pte__A2_P00698,0.8826291550529053,0.5,True
8p7m__A1_P0A434--8p7m__A2_P0A434,0.9739519729042165,0.5,True
